,id,title,abstract,judgement,tiab,2023-08-09_06-47Azure_zeroshot_gpt-35-turbo-0613_temp0,shori_2023-08-09_06-47Azure_zeroshot_gpt-35-turbo-0613_temp0,2023-08-09_06-54Azure_zeroshot_gpt-35-turbo-0613_temp0,shori_2023-08-09_06-54Azure_zeroshot_gpt-35-turbo-0613_temp0,2023-08-09_07-01Azure_zeroshot_gpt-35-turbo-0613_temp0,shori_2023-08-09_07-01Azure_zeroshot_gpt-35-turbo-0613_temp0
262,58179,Molecular imaging in drug development,Molecular imaging can allow the non-invasive assessment of biological and biochemical processes in living subjects. Such technologies therefore have the potential to enhance our understanding of disease and drug activity during preclinical and clinical drug development  which could aid decisions to select candidates that seem most likely to be successful or to halt the development of drugs that seem likely to ultimately fail. Here  with an emphasis on oncology  we review the applications of molecular imaging in drug development  highlighting successes and identifying key challenges that need to be addressed for successful integration of molecular imaging into the drug development process,0,Molecular imaging in drug developmentMolecular imaging can allow the non-invasive assessment of biological and biochemical processes in living subjects. Such technologies therefore have the potential to enhance our understanding of disease and drug activity during preclinical and clinical drug development  which could aid decisions to select candidates that seem most likely to be successful or to halt the development of drugs that seem likely to ultimately fail. Here  with an emphasis on oncology  we review the applications of molecular imaging in drug development  highlighting successes and identifying key challenges that need to be addressed for successful integration of molecular imaging into the drug development process,"{'judgement': 'False', 'index': 262}",0,"{'judgement': 'False', 'index': 262}",0,"{'judgement': 'False', 'index': 262}",0
263,53024,"Patients with COVID-19 in 19 ICUs in Wuhan, China: a cross-sectional study","BACKGROUND: A COVID-19 outbreak started in Wuhan, China, last December and now has become a global pandemic. The clinical information in caring of critically ill patients with COVID-19 needs to be shared timely, especially under the situations that there is still a largely ongoing spread of COVID-19 in many countries. METHODS: A multicenter prospective observational study investigated all the COVID-19 patients received in 19 ICUs of 16 hospitals in Wuhan, China, over 24 h between 8 AM February 2h and 8 AM February 27, 2020. The demographic information, clinical characteristics, vital signs, complications, laboratory values, and clinical managements of the patients were studied. RESULTS: A total of 226 patients were included. Their median (interquartile range, IQR) age was 64 (57-70) years, and 139 (61.5%) patients were male. The duration from the date of ICU admission to the study date was 11 (5-17) days, and the duration from onset of symptoms to the study date was 31 (24-36) days. Among all the patients, 155 (68.6%) had at least one coexisting disease, and their sequential organ failure assessment score was 4 (2-8). Organ function damages were found in most of the patients: ARDS in 161 (71.2%) patients, septic shock in 34 (15.0%) patients, acute kidney injury occurred in 57 (25.2%) patients, cardiac injury in 61 (27.0%) patients, and lymphocytopenia in 160 (70.8%) patients. Of all the studied patients, 85 (37.6%) received invasive mechanical ventilation, including 14 (6.2%) treated with extracorporeal membrane oxygenation (ECMO) at the same time, 20 (8.8%) received noninvasive mechanical ventilation, and 24 (10.6%) received continuous renal replacement therapy. By April 9, 2020, 87 (38.5%) patients were deceased and 15 (6.7%) were still in the hospital. CONCLUSIONS: Critically ill patients with COVID-19 are associated with a higher risk of severe complications and need to receive an intensive level of treatments. COVID-19 poses a great strain on critical care resources in hospitals. TRIAL REGISTRATION: Chinese Clinical Trial Registry, ChiCTR2000030164. Registered on February 24, 2020, http://www.chictr.org.cn/edit.aspx?pid=49983&htm=4.",0,"Patients with COVID-19 in 19 ICUs in Wuhan, China: a cross-sectional studyBACKGROUND: A COVID-19 outbreak started in Wuhan, China, last December and now has become a global pandemic. The clinical information in caring of critically ill patients with COVID-19 needs to be shared timely, especially under the situations that there is still a largely ongoing spread of COVID-19 in many countries. METHODS: A multicenter prospective observational study investigated all the COVID-19 patients received in 19 ICUs of 16 hospitals in Wuhan, China, over 24 h between 8 AM February 2h and 8 AM February 27, 2020. The demographic information, clinical characteristics, vital signs, complications, laboratory values, and clinical managements of the patients were studied. RESULTS: A total of 226 patients were included. Their median (interquartile range, IQR) age was 64 (57-70) years, and 139 (61.5%) patients were male. The duration from the date of ICU admission to the study date was 11 (5-17) days, and the duration from onset of symptoms to the study date was 31 (24-36) days. Among all the patients, 155 (68.6%) had at least one coexisting disease, and their sequential organ failure assessment score was 4 (2-8). Organ function damages were found in most of the patients: ARDS in 161 (71.2%) patients, septic shock in 34 (15.0%) patients, acute kidney injury occurred in 57 (25.2%) patients, cardiac injury in 61 (27.0%) patients, and lymphocytopenia in 160 (70.8%) patients. Of all the studied patients, 85 (37.6%) received invasive mechanical ventilation, including 14 (6.2%) treated with extracorporeal membrane oxygenation (ECMO) at the same time, 20 (8.8%) received noninvasive mechanical ventilation, and 24 (10.6%) received continuous renal replacement therapy. By April 9, 2020, 87 (38.5%) patients were deceased and 15 (6.7%) were still in the hospital. CONCLUSIONS: Critically ill patients with COVID-19 are associated with a higher risk of severe complications and need to receive an intensive level of treatments. COVID-19 poses a great strain on critical care resources in hospitals. TRIAL REGISTRATION: Chinese Clinical Trial Registry, ChiCTR2000030164. Registered on February 24, 2020, http://www.chictr.org.cn/edit.aspx?pid=49983&htm=4.","{'judgement': 'False', 'index': 263}",0,"{'judgement': 'False', 'index': 263}",0,"{'judgement': 'True', 'index': 263}",1
264,31447,What does fluorodeoxyglucose PET imaging add to a clinical diagnosis of dementia?,BACKGROUND: Few studies have compared the accuracy of [(18)F]fluorodeoxyglucose (FDG) PET to the accuracy of clinical and pathologic diagnosis in dementia patients. METHODS: Forty-four individuals with dementia  cognitive impairment  or normal cognitive function underwent clinical initial evaluation (IE) and PET scanning and were followed up for approximately 4 years until a final evaluation (FE) and 5 years until death and autopsy. Clinical  pathologic  and imaging diagnoses were categorized as Alzheimer disease (AD) or not AD. RESULTS: Sensitivity of the IE for the pathologic diagnosis of AD was 0.76  and specificity was 0.58; PET had values of 0.84 and 0.74  and FE had values of 0.88 and 0.63. Positive predictive values for IE  PET  and FE were 0.70  0.81  and 0.76. Negative predictive values were 0.65  0.78  and 0.80. The diagnosis of AD was associated with a 70% probability of detecting AD pathology; with a positive PET scan this increased to 84%  and with a negative PET scan this decreased to 31%. A diagnosis of not AD at IE was associated with a 35% probability of AD pathology  increasing to 70% with a positive PET scan. CONCLUSIONS: As a diagnostic tool  PET is superior to a baseline clinical evaluation and similar to an evaluation performed 4 years later. Although the addition of [(18)F]fluorodeoxyglucose PET to a clinical diagnosis provides useful information that can affect the likelihood of detecting Alzheimer disease pathology  the value of this technique in the current clinical environment with limited therapeutic options is likely to be modest.,0,What does fluorodeoxyglucose PET imaging add to a clinical diagnosis of dementia?BACKGROUND: Few studies have compared the accuracy of [(18)F]fluorodeoxyglucose (FDG) PET to the accuracy of clinical and pathologic diagnosis in dementia patients. METHODS: Forty-four individuals with dementia  cognitive impairment  or normal cognitive function underwent clinical initial evaluation (IE) and PET scanning and were followed up for approximately 4 years until a final evaluation (FE) and 5 years until death and autopsy. Clinical  pathologic  and imaging diagnoses were categorized as Alzheimer disease (AD) or not AD. RESULTS: Sensitivity of the IE for the pathologic diagnosis of AD was 0.76  and specificity was 0.58; PET had values of 0.84 and 0.74  and FE had values of 0.88 and 0.63. Positive predictive values for IE  PET  and FE were 0.70  0.81  and 0.76. Negative predictive values were 0.65  0.78  and 0.80. The diagnosis of AD was associated with a 70% probability of detecting AD pathology; with a positive PET scan this increased to 84%  and with a negative PET scan this decreased to 31%. A diagnosis of not AD at IE was associated with a 35% probability of AD pathology  increasing to 70% with a positive PET scan. CONCLUSIONS: As a diagnostic tool  PET is superior to a baseline clinical evaluation and similar to an evaluation performed 4 years later. Although the addition of [(18)F]fluorodeoxyglucose PET to a clinical diagnosis provides useful information that can affect the likelihood of detecting Alzheimer disease pathology  the value of this technique in the current clinical environment with limited therapeutic options is likely to be modest.,"{'judgement': 'True', 'index': 264}",1,"{'judgement': 'True', 'index': 264}",1,"{'judgement': 'True', 'probability': '0.9', 'index': 264}",1
265,52919,"Management of the emergency response to the SARS-CoV-2 (COVID-19) outbreak in Stockholm, Sweden, and winter preparations","INTRODUCTION Sweden is unique in adopting a 'no-lockdown' public health approach to the SARS-CoV-2 (COVID-19) outbreak. There were fears that health services would not be able to care for high numbers of COVID-19 patients. AIM To describe and review the emergency response of a public primary and community health-care organisation in Stockholm, Sweden, to the demand for care for COVID-19 and non-COVID-19 patients during March-July 2020, and summarise preparations for the months to follow. METHODS This was a rapid implementation action research case study, which also draws on one author's experience as Chief Executive Officer and other members' experience in an emergency management group. RESULTS Sweden experienced similar mortality per million population to the UK, despite the different public health strategy used to address the COVID-19 outbreak. The Stockholm-integrated public primary and community health-care service, serving a population of 2.3 million, made many changes quickly. One change included coordinating non-acute private health-care services, following the local government emergency directive to do so. DISCUSSION It is possible that the fast and effective response by management and services in primary and community health care reduced infection and hospital demand, which contributed to a lower mortality than otherwise expected. The actions and preparations described for Stockholm's response may provide ideas for other health-care systems. The partnership research approach between the Karolinska Medical University and the Region Stockholm health-care system used in this project shows that rapid research methods have advantages for both partners in an emergency situation.",0,"Management of the emergency response to the SARS-CoV-2 (COVID-19) outbreak in Stockholm, Sweden, and winter preparationsINTRODUCTION Sweden is unique in adopting a 'no-lockdown' public health approach to the SARS-CoV-2 (COVID-19) outbreak. There were fears that health services would not be able to care for high numbers of COVID-19 patients. AIM To describe and review the emergency response of a public primary and community health-care organisation in Stockholm, Sweden, to the demand for care for COVID-19 and non-COVID-19 patients during March-July 2020, and summarise preparations for the months to follow. METHODS This was a rapid implementation action research case study, which also draws on one author's experience as Chief Executive Officer and other members' experience in an emergency management group. RESULTS Sweden experienced similar mortality per million population to the UK, despite the different public health strategy used to address the COVID-19 outbreak. The Stockholm-integrated public primary and community health-care service, serving a population of 2.3 million, made many changes quickly. One change included coordinating non-acute private health-care services, following the local government emergency directive to do so. DISCUSSION It is possible that the fast and effective response by management and services in primary and community health care reduced infection and hospital demand, which contributed to a lower mortality than otherwise expected. The actions and preparations described for Stockholm's response may provide ideas for other health-care systems. The partnership research approach between the Karolinska Medical University and the Region Stockholm health-care system used in this project shows that rapid research methods have advantages for both partners in an emergency situation.","{'judgement': 'False', 'index': 265}",0,"{'judgement': 'False', 'index': 265}",0,"{'judgement': 'False', 'index': 265}",0
266,45612,"Clinical features of rheumatic patients infected with COVID-19 in Wuhan, China","OBJECTIVE: The clinical features of rheumatic patients with coronavirus disease 2019 (COVID-19) have not been reported. This study aimed to describe the clinical features of COVID-19 in rheumatic patients and provide information for handling this situation in clinical practice. METHOD(S): This is a retrospective case series study. Deidentified data, including gender, age, laboratory and radiological results, symptoms, signs, and medication history, were collected from 2326 patients diagnosed with COVID-19, including 21 cases in combination with rheumatic disease, in Tongji Hospital between 13 January and 15 March 2020. RESULT(S): Length of hospital stay and mortality rate were similar between rheumatic and non-rheumatic groups, while the presence of respiratory failure was more common in rheumatic cases (38% vs 10%, p<0.001). Symptoms of fever, fatigue and diarrhoea were seen in 76%, 43% and 23% of patients, respectively. There were four rheumatic patients who experienced a flare of rheumatic disease during hospital stay, with symptoms of muscle aches, back pain, joint pain or rash. While lymphocytopaenia was seen in 57% of rheumatic patients, only one patient (5%) presented with leucopenia in rheumatic cases. Rheumatic patients presented with similar radiological features of ground-glass opacity and consolidation. Patients with pre-existing interstitial lung disease showed massive fibrous stripes and crazy-paving signs at an early stage. Five rheumatic cases used hydroxychloroquine before the diagnosis of COVID-19 and none progressed to critically ill stage. CONCLUSION(S): Respiratory failure was more common in rheumatic patients infected with COVID-19. Differential diagnosis between COVID-19 and a flare of rheumatic disease should be considered. TRIAL REGISTRATION NUMBER: ChiCTR2000030795.Copyright Â© Author(s) (or their employer(s)) 2020. No commercial re-use. See rights and permissions. Published by BMJ.",0,"Clinical features of rheumatic patients infected with COVID-19 in Wuhan, ChinaOBJECTIVE: The clinical features of rheumatic patients with coronavirus disease 2019 (COVID-19) have not been reported. This study aimed to describe the clinical features of COVID-19 in rheumatic patients and provide information for handling this situation in clinical practice. METHOD(S): This is a retrospective case series study. Deidentified data, including gender, age, laboratory and radiological results, symptoms, signs, and medication history, were collected from 2326 patients diagnosed with COVID-19, including 21 cases in combination with rheumatic disease, in Tongji Hospital between 13 January and 15 March 2020. RESULT(S): Length of hospital stay and mortality rate were similar between rheumatic and non-rheumatic groups, while the presence of respiratory failure was more common in rheumatic cases (38% vs 10%, p<0.001). Symptoms of fever, fatigue and diarrhoea were seen in 76%, 43% and 23% of patients, respectively. There were four rheumatic patients who experienced a flare of rheumatic disease during hospital stay, with symptoms of muscle aches, back pain, joint pain or rash. While lymphocytopaenia was seen in 57% of rheumatic patients, only one patient (5%) presented with leucopenia in rheumatic cases. Rheumatic patients presented with similar radiological features of ground-glass opacity and consolidation. Patients with pre-existing interstitial lung disease showed massive fibrous stripes and crazy-paving signs at an early stage. Five rheumatic cases used hydroxychloroquine before the diagnosis of COVID-19 and none progressed to critically ill stage. CONCLUSION(S): Respiratory failure was more common in rheumatic patients infected with COVID-19. Differential diagnosis between COVID-19 and a flare of rheumatic disease should be considered. TRIAL REGISTRATION NUMBER: ChiCTR2000030795.Copyright Â© Author(s) (or their employer(s)) 2020. No commercial re-use. See rights and permissions. Published by BMJ.","{'judgement': 'True', 'index': 266}",1,"{'judgement': 'True', 'index': 266}",1,"{'judgement': 'False', 'index': 266}",0
267,43544,Stereotactic MR imaging for planning neural transplantation: a reliable technique at 3 Tesla?,The purpose of this study was to assess the accuracy of high field (3 Tesla) MR in target localization for stem cell transplantation. Three patients with Huntington's disease were imaged with a stereotactic frame in place for both MRI and CT. Quality assurance procedures and manual shimming were performed before each MRI study to minimize image distortion. The images were fused using multi-modality rigid body image registration software. Image fusion demonstrated the MR images to be in agreement with CT to within 1.5 mm  as assessed by measuring the coordinates of markers on the frame and on the shape and size of the lateral ventricles. Target coordinates for transplantation were selected from the MR images. Postoperative imaging confirmed accurate graft placement.,0,Stereotactic MR imaging for planning neural transplantation: a reliable technique at 3 Tesla?The purpose of this study was to assess the accuracy of high field (3 Tesla) MR in target localization for stem cell transplantation. Three patients with Huntington's disease were imaged with a stereotactic frame in place for both MRI and CT. Quality assurance procedures and manual shimming were performed before each MRI study to minimize image distortion. The images were fused using multi-modality rigid body image registration software. Image fusion demonstrated the MR images to be in agreement with CT to within 1.5 mm  as assessed by measuring the coordinates of markers on the frame and on the shape and size of the lateral ventricles. Target coordinates for transplantation were selected from the MR images. Postoperative imaging confirmed accurate graft placement.,"{'judgement': 'True', 'index': 267}",1,"{'judgement': 'False', 'index': 267}",0,"{'judgement': 'False', 'index': 267}",0
268,65053,Neurologic complications of malignant external otitis,,0,Neurologic complications of malignant external otitis,"{'judgement': 'True', 'index': 268}",1,"{'judgement': 'True', 'index': 268}",1,"{'judgement': 'True', 'index': 268}",1
269,53739,Safety and 30-day outcomes of tracheostomy for COVID-19: a prospective observational cohort study,"BACKGROUND: The role of tracheostomy in coronavirus disease 2019 (COVID-19) is unclear, with several consensus guidelines advising against this practice. We developed both a dedicated airway team and coordinated education programme to facilitate ward management of tracheostomised COVID-19 patients. Here, we report outcomes in the first 100 COVID-19 patients who underwent tracheostomy at our institution. METHODS: This was a prospective observational cohort study of patients confirmed to have COVID-19 who required mechanical ventilation at Queen Elizabeth Hospital, Birmingham, UK. The primary outcome measure was 30-day survival, accounting for severe organ dysfunction (Acute Physiology and Chronic Health [APACHE]-II score>17). Secondary outcomes included duration of ventilation, ICU stay, and healthcare workers directly involved in tracheostomy care acquiring COVID-19. RESULTS: A total of 164 patients with COVID-19 were admitted to the ICU between March 9, 2020 and April 21, 2020. A total of 100 patients (mean [standard deviation] age: 55 [12] yr; 29% female) underwent tracheostomy; 64 (age: 57 [14] yr; 25% female) did not undergo tracheostomy. Despite similar APACHE-II scores, 30-day survival was higher in 85/100 (85%) patients after tracheostomy, compared with 27/64 (42%) non-tracheostomised patients {relative risk: 3.9 (95% confidence intervals [CI]: 2.3-6.4); P<0.0001}. In patients with APACHE-II scores >=17, 68/100 (68%) tracheotomised patients survived, compared with 12/64 (19%) non-tracheotomised patients (P<0.001). Tracheostomy within 14 days of intubation was associated with shorter duration of ventilation (mean difference: 6.0 days [95% CI: 3.1-9.0]; P<0.0001) and ICU stay (mean difference: 6.7 days [95% CI: 3.7-9.6]; P<0.0001). No healthcare workers developed COVID-19. CONCLUSION: Independent of the severity of critical illness from COVID-19, 30-day survival was higher and ICU stay shorter in patients receiving tracheostomy. Early tracheostomy appears to be safe in COVID-19. Copyright Â© 2020 British Journal of Anaesthesia. Published by Elsevier Ltd. All rights reserved.",0,"Safety and 30-day outcomes of tracheostomy for COVID-19: a prospective observational cohort studyBACKGROUND: The role of tracheostomy in coronavirus disease 2019 (COVID-19) is unclear, with several consensus guidelines advising against this practice. We developed both a dedicated airway team and coordinated education programme to facilitate ward management of tracheostomised COVID-19 patients. Here, we report outcomes in the first 100 COVID-19 patients who underwent tracheostomy at our institution. METHODS: This was a prospective observational cohort study of patients confirmed to have COVID-19 who required mechanical ventilation at Queen Elizabeth Hospital, Birmingham, UK. The primary outcome measure was 30-day survival, accounting for severe organ dysfunction (Acute Physiology and Chronic Health [APACHE]-II score>17). Secondary outcomes included duration of ventilation, ICU stay, and healthcare workers directly involved in tracheostomy care acquiring COVID-19. RESULTS: A total of 164 patients with COVID-19 were admitted to the ICU between March 9, 2020 and April 21, 2020. A total of 100 patients (mean [standard deviation] age: 55 [12] yr; 29% female) underwent tracheostomy; 64 (age: 57 [14] yr; 25% female) did not undergo tracheostomy. Despite similar APACHE-II scores, 30-day survival was higher in 85/100 (85%) patients after tracheostomy, compared with 27/64 (42%) non-tracheostomised patients {relative risk: 3.9 (95% confidence intervals [CI]: 2.3-6.4); P<0.0001}. In patients with APACHE-II scores >=17, 68/100 (68%) tracheotomised patients survived, compared with 12/64 (19%) non-tracheotomised patients (P<0.001). Tracheostomy within 14 days of intubation was associated with shorter duration of ventilation (mean difference: 6.0 days [95% CI: 3.1-9.0]; P<0.0001) and ICU stay (mean difference: 6.7 days [95% CI: 3.7-9.6]; P<0.0001). No healthcare workers developed COVID-19. CONCLUSION: Independent of the severity of critical illness from COVID-19, 30-day survival was higher and ICU stay shorter in patients receiving tracheostomy. Early tracheostomy appears to be safe in COVID-19. Copyright Â© 2020 British Journal of Anaesthesia. Published by Elsevier Ltd. All rights reserved.","{'judgement': 'True', 'index': 269}",1,"{'judgement': 'True', 'index': 269}",1,"{'judgement': 'True', 'index': 269}",1
270,6393,Estimativas de impacto da COVID-19 na mortalidade de idosos institucionalizados no Brasil/ Estimates of the impact of COVID-19 on mortality of institutionalized elderly in Brazil,"Resumo O presente estudo tem como objetivo estimar o impacto da COVID-19 na mortalidade de idosos institucionalizados no Brasil. Foram estimados numeros de obitos pela doenca para o Pais, Unidades da Federacao e Regioes, com base nas estimativas calculadas e efetuadas neste trabalho do percentual de obitos de idosos que ocorreriam em instituicoes de longa permanencia de acordo com os totais. Essa estimativa foi baseada em informacoes disponiveis para uma serie de paises. O percentual ponderado foi de 44,7%. Estimaram-se 107.538 obitos de idosos nestas instituicoes no Brasil em 2020, por COVID-19. Sao previstos maiores numeros de obitos na Regiao Sudeste (48.779 obitos), seguida da Regiao Nordeste (28.451 obitos); Sao Paulo e a Unidade da Federacao que na estimativa sera mais afetada (24.500 obitos). Fica claro o forte impacto da COVID-19 na populacao idosa residente em instituicoes de longa permanencia para idosos. As estimativas ultrapassam para o pais 100 mil idosos, potencialmente os mais frageis e vulneraveis, e sao baseadas em numero de obitos totais conservador, tendo em vista outras estimativas e a situacao alarmante de crescimento dos numeros de obitos no Brasil.",0,"Estimativas de impacto da COVID-19 na mortalidade de idosos institucionalizados no Brasil/ Estimates of the impact of COVID-19 on mortality of institutionalized elderly in BrazilResumo O presente estudo tem como objetivo estimar o impacto da COVID-19 na mortalidade de idosos institucionalizados no Brasil. Foram estimados numeros de obitos pela doenca para o Pais, Unidades da Federacao e Regioes, com base nas estimativas calculadas e efetuadas neste trabalho do percentual de obitos de idosos que ocorreriam em instituicoes de longa permanencia de acordo com os totais. Essa estimativa foi baseada em informacoes disponiveis para uma serie de paises. O percentual ponderado foi de 44,7%. Estimaram-se 107.538 obitos de idosos nestas instituicoes no Brasil em 2020, por COVID-19. Sao previstos maiores numeros de obitos na Regiao Sudeste (48.779 obitos), seguida da Regiao Nordeste (28.451 obitos); Sao Paulo e a Unidade da Federacao que na estimativa sera mais afetada (24.500 obitos). Fica claro o forte impacto da COVID-19 na populacao idosa residente em instituicoes de longa permanencia para idosos. As estimativas ultrapassam para o pais 100 mil idosos, potencialmente os mais frageis e vulneraveis, e sao baseadas em numero de obitos totais conservador, tendo em vista outras estimativas e a situacao alarmante de crescimento dos numeros de obitos no Brasil.","{'judgement': 'False', 'index': 270}",0,"{'judgement': 'False', 'index': 270}",0,"{'judgement': 'False', 'index': 270}",0
271,26963,Oligohydramnion in COVID19,,0,Oligohydramnion in COVID19,"{'judgement': 'True', 'index': 271}",1,"{'judgement': 'True', 'index': 271}",1,"{'judgement': 'False', 'index': 271}",0
272,26580,Human amylin stimulates inflammatory cytokine secretion from human glioma cells.,Chronic neurodegeneration in the brains of Alzheimer's disease (AD) patients may be mediated  at least in part  by the ability of amyloid beta (Abeta) to exacerbate inflammatory pathways in a conformation-dependent manner. In this regard  we previously reported that the Abeta-peptide-mediated potentiation of inflammatory cytokine secretion from interleukin-1beta (IL-1beta)-stimulated human astrocytoma cells was conformation dependent. Other amyloidogenic peptides  such as human amylin  which display similar conformation-dependent neurotoxic effects  may also elicit inflammatory cytokine secretion from glial cells. To test this hypothesis  we compared human and rat amylin for the effects on cytokine production in U-373 MG human astrocytoma cells. Human amylin alone stimulated U-373 MG cells to secrete IL-6 and IL-8 in a concentration-dependent manner with maximum effects seen at 10-25 microM peptide. In addition  human amylin markedly potentiated IL-1beta-stimulated cytokine production with a similar concentration dependence. In contrast  nonamyloidogenic rat amylin modestly stimulated cytokine secretion  either alone or combined with IL-1beta. Aging human amylin resulted in diminished cytokine secretion  probably due to the formation of large  less active aggregates. In agreement with our previous studies using Abeta  extracellular Ca(2+) was necessary for human amylin stimulation of cytokine secretion. Our data suggest that amyloidogenic peptides promote cytokine secretion through similar beta-sheeted secondary-structure- and extracellular-Ca(2+)-dependent mechanisms.,0,Human amylin stimulates inflammatory cytokine secretion from human glioma cells.Chronic neurodegeneration in the brains of Alzheimer's disease (AD) patients may be mediated  at least in part  by the ability of amyloid beta (Abeta) to exacerbate inflammatory pathways in a conformation-dependent manner. In this regard  we previously reported that the Abeta-peptide-mediated potentiation of inflammatory cytokine secretion from interleukin-1beta (IL-1beta)-stimulated human astrocytoma cells was conformation dependent. Other amyloidogenic peptides  such as human amylin  which display similar conformation-dependent neurotoxic effects  may also elicit inflammatory cytokine secretion from glial cells. To test this hypothesis  we compared human and rat amylin for the effects on cytokine production in U-373 MG human astrocytoma cells. Human amylin alone stimulated U-373 MG cells to secrete IL-6 and IL-8 in a concentration-dependent manner with maximum effects seen at 10-25 microM peptide. In addition  human amylin markedly potentiated IL-1beta-stimulated cytokine production with a similar concentration dependence. In contrast  nonamyloidogenic rat amylin modestly stimulated cytokine secretion  either alone or combined with IL-1beta. Aging human amylin resulted in diminished cytokine secretion  probably due to the formation of large  less active aggregates. In agreement with our previous studies using Abeta  extracellular Ca(2+) was necessary for human amylin stimulation of cytokine secretion. Our data suggest that amyloidogenic peptides promote cytokine secretion through similar beta-sheeted secondary-structure- and extracellular-Ca(2+)-dependent mechanisms.,"{'judgement': 'False', 'index': 272}",0,"{'judgement': 'False', 'index': 272}",0,"{'judgement': 'False', 'index': 272}",0
273,18964,Social Distancing to Mitigate COVID-19 Risks Is Associated With COVID-19 Discriminatory Attitudes Among People Living with HIV,"BACKGROUND: Severe acute respiratory syndrome coronavirus-2, the virus that causes COVID-19, is an emerging pandemic with heightened concerns for people with compromised immune systems, including people living with HIV. PURPOSE: In the absence of a vaccine, public health messaging to mitigate risks for COVID-19 primarily focuses on social distancing. Because people living with HIV commonly experience mistreatment associated with HIV, their response to social distancing may be complicated by psychosocial attitudes associated with COVID-19. METHODS: To evaluate these relationships, we conducted a rapid-response, cross-sectional survey with people living with HIV (N = 149) to assess social distancing practices, COVID-19 discriminatory attitudes, COVID-19 xenophobic attitudes, HIV microaggressions, and concern over contracting COVID-19. Data were collected from participants enrolled in a larger ongoing study between March 30, 2020 and April 17, 2020. RESULTS: Results indicated that choosing to socially distance to reduce COVID-19 exposure was associated with COVID-19 discriminatory attitudes, concerns of contracting COVID-19, and identifying as transgender. Likewise, social distancing imposed by others (e.g., cancelations and restrictions) was associated with concerns of contracting COVID-19. CONCLUSIONS: Findings demonstrate that social distancing measures are related to concerns of contracting the virus and discriminatory attitudes toward those who are presumed to be living with COVID-19. These potentially negative psychosocial attitudes toward people perceived to have COVID-19 echo the discriminatory actions and attitudes that we continue to observe in HIV social sciences research. Copyright Â© Society of Behavioral Medicine 2020. All rights reserved. For permissions, please e-mail: journals.permissions@oup.com.",0,"Social Distancing to Mitigate COVID-19 Risks Is Associated With COVID-19 Discriminatory Attitudes Among People Living with HIVBACKGROUND: Severe acute respiratory syndrome coronavirus-2, the virus that causes COVID-19, is an emerging pandemic with heightened concerns for people with compromised immune systems, including people living with HIV. PURPOSE: In the absence of a vaccine, public health messaging to mitigate risks for COVID-19 primarily focuses on social distancing. Because people living with HIV commonly experience mistreatment associated with HIV, their response to social distancing may be complicated by psychosocial attitudes associated with COVID-19. METHODS: To evaluate these relationships, we conducted a rapid-response, cross-sectional survey with people living with HIV (N = 149) to assess social distancing practices, COVID-19 discriminatory attitudes, COVID-19 xenophobic attitudes, HIV microaggressions, and concern over contracting COVID-19. Data were collected from participants enrolled in a larger ongoing study between March 30, 2020 and April 17, 2020. RESULTS: Results indicated that choosing to socially distance to reduce COVID-19 exposure was associated with COVID-19 discriminatory attitudes, concerns of contracting COVID-19, and identifying as transgender. Likewise, social distancing imposed by others (e.g., cancelations and restrictions) was associated with concerns of contracting COVID-19. CONCLUSIONS: Findings demonstrate that social distancing measures are related to concerns of contracting the virus and discriminatory attitudes toward those who are presumed to be living with COVID-19. These potentially negative psychosocial attitudes toward people perceived to have COVID-19 echo the discriminatory actions and attitudes that we continue to observe in HIV social sciences research. Copyright Â© Society of Behavioral Medicine 2020. All rights reserved. For permissions, please e-mail: journals.permissions@oup.com.","{'judgement': 'False', 'index': 273}",0,"{'judgement': 'False', 'index': 273}",0,"{'judgement': 'False', 'index': 273}",0
