id,title,abstract,judgement,tiab,2023-10-11_08-51Azure_zeroshot_gpt-35-turbo-0613_temp0,shori_2023-10-11_08-51Azure_zeroshot_gpt-35-turbo-0613_temp0,2023-10-11_09-31Azure_zeroshot_gpt-35-turbo-0613_temp0.4,shori_2023-10-11_09-31Azure_zeroshot_gpt-35-turbo-0613_temp0.4,2023-10-11_10-05Azure_zeroshot_gpt-35-turbo-0613_temp0.8,shori_2023-10-11_10-05Azure_zeroshot_gpt-35-turbo-0613_temp0.8,2023-10-11_10-51Azure_zeroshot_gpt-35-turbo-0613_temp1.2,shori_2023-10-11_10-51Azure_zeroshot_gpt-35-turbo-0613_temp1.2,2023-10-11_14-16Azure_zeroshot_gpt-35-turbo-0613_temp1.6,shori_2023-10-11_14-16Azure_zeroshot_gpt-35-turbo-0613_temp1.6
31950,"An unexpected, significantly large intramural duodenal hematoma post upper gastrointestinal endoscopy and biopsy","Aims/Introduction Upper gastrointestinal (GI) endoscopy is a common procedure for diagnostic and therapeutic purposes. Complications are usually rare and include bowel perforation and bleeding. We present an uncommon complication of post upper GI endoscopy, intramural duodenal haematoma (IDH). The incidence of IDH post biopsy not well established, but estimations are 1:1250 (both adult and paediatrics). Method/Description of case A 6 year old girl with inflammatory bowel disease, vasculitis and primary sclerosing cholangitis. She was having poor response on Infliximab suggested by increasing blood and mucus in her stool, high faecal calprotectin and positive infliximab antibodies. A planned re-evaluation endoscopy and biopsy showed no evidence of significant inflammation apart from worm infestation. On day 2, she developed severe upper abdominal pain and persistent vomiting with blood. She was kept nil orally and started on iv fluids and antiemetics. Abdominal ultrasound showed an IDH involving first (D1) and second (D2) part of duodenum with narrowing of lumen. Intravenous omeprazole and NG sucralfate were added. She looked very pale too and FBC showed drop in haemoglobin from 81 to 57 for which she required blood transfusion. Platelet count and clotting were normal. She was discussed with our Surgical team who advised conservative management. On day 7, she had further clinical deterioration and a CT Abdomen confirmed a 75・ｾ・74・ｾ・68 mm size heterogeneous mass in D2 suggestive of IDH with no ongoing active bleeding. Following a 10 day course of parenteral nutrition and soft diet, she was weaned onto normal diet. In view of the unexpected significant large haematoma, a Haematological opinion was taken which found no haematological aetiology. Result An unexpected large Intramur",0,"An unexpected, significantly large intramural duodenal hematoma post upper gastrointestinal endoscopy and biopsyAims/Introduction Upper gastrointestinal (GI) endoscopy is a common procedure for diagnostic and therapeutic purposes. Complications are usually rare and include bowel perforation and bleeding. We present an uncommon complication of post upper GI endoscopy, intramural duodenal haematoma (IDH). The incidence of IDH post biopsy not well established, but estimations are 1:1250 (both adult and paediatrics). Method/Description of case A 6 year old girl with inflammatory bowel disease, vasculitis and primary sclerosing cholangitis. She was having poor response on Infliximab suggested by increasing blood and mucus in her stool, high faecal calprotectin and positive infliximab antibodies. A planned re-evaluation endoscopy and biopsy showed no evidence of significant inflammation apart from worm infestation. On day 2, she developed severe upper abdominal pain and persistent vomiting with blood. She was kept nil orally and started on iv fluids and antiemetics. Abdominal ultrasound showed an IDH involving first (D1) and second (D2) part of duodenum with narrowing of lumen. Intravenous omeprazole and NG sucralfate were added. She looked very pale too and FBC showed drop in haemoglobin from 81 to 57 for which she required blood transfusion. Platelet count and clotting were normal. She was discussed with our Surgical team who advised conservative management. On day 7, she had further clinical deterioration and a CT Abdomen confirmed a 75・ｾ・74・ｾ・68 mm size heterogeneous mass in D2 suggestive of IDH with no ongoing active bleeding. Following a 10 day course of parenteral nutrition and soft diet, she was weaned onto normal diet. In view of the unexpected significant large haematoma, a Haematological opinion was taken which found no haematological aetiology. Result An unexpected large Intramural Duodenal hematoma post endoscopy and biopsy, managed conservatively. Conclusion Upper GI endoscopy is describ","{'judgement': 'False', 'index': 495}",0,"{'judgement': 'False', 'index': 495}",0,"{'judgement': 'False', 'index': 495}",0,"{'judgement': 'False', 'index': 495}",0,"{'judgement': 'False', 'index': 495}",0
10584,Comparison of 11C-choline-PET/CT and whole body-MRI for staging of prostate cancer,Aim of this study was to compare the diagnostic accuracy of positron emission tomography and computed tomography with 11C-Choline (Cho-PET/CT) and whole body magnetic resonance imaging (WB-MRI) for diagnostic work-up of prostate cancer. Patients  methods: We evaluated retrospectively 42 patients with untreated prostate cancer (n = 17)  or increasing levels of prostate-specific antigen (PSA) after curative therapy (n = 25) who had been investigated by both Cho-PET/CT and WB-MRI. MRI  CT  and PET images were separately analyzed by experienced radiologists or nuclear medicine experts  followed by consensus reading. Validation was established by histology  follow-up  or consensus reading. Results: 88/103 detected lesions were considered as malignant: 44 bone metastases  22 local tumor  15 lymph node metastases  3 lung  and 3 brain metastases. One further lesion was located in the adrenal gland  which was a second tumor. Overall sensitivity  specificity and accuracy for Cho-PET/CT were 96.6%  76.5%  and 93.3%  resp.  and for WB-MRI 78.4%  94.1%  and 81.0%  resp. 3 vertebral metastases had initially been missed by Cho-PET/CT and were found retrospectively. MRI identified 2 bone metastases and 1 lymph node metastasis after being informed about the results of Cho-PET/CT. Conclusions: Cho-PET/CT and WB-MRI both presented high accuracy in the detection of bone and lymph node metastases. The strength of MRI is excellent image quality providing detailed anatomical information whereas the advantage of Cho-PET/CT is high image contrast of pathological foci. ・ｾ・・ｽｩ 2007 Schattauer GmbH,0,Comparison of 11C-choline-PET/CT and whole body-MRI for staging of prostate cancerAim of this study was to compare the diagnostic accuracy of positron emission tomography and computed tomography with 11C-Choline (Cho-PET/CT) and whole body magnetic resonance imaging (WB-MRI) for diagnostic work-up of prostate cancer. Patients  methods: We evaluated retrospectively 42 patients with untreated prostate cancer (n = 17)  or increasing levels of prostate-specific antigen (PSA) after curative therapy (n = 25) who had been investigated by both Cho-PET/CT and WB-MRI. MRI  CT  and PET images were separately analyzed by experienced radiologists or nuclear medicine experts  followed by consensus reading. Validation was established by histology  follow-up  or consensus reading. Results: 88/103 detected lesions were considered as malignant: 44 bone metastases  22 local tumor  15 lymph node metastases  3 lung  and 3 brain metastases. One further lesion was located in the adrenal gland  which was a second tumor. Overall sensitivity  specificity and accuracy for Cho-PET/CT were 96.6%  76.5%  and 93.3%  resp.  and for WB-MRI 78.4%  94.1%  and 81.0%  resp. 3 vertebral metastases had initially been missed by Cho-PET/CT and were found retrospectively. MRI identified 2 bone metastases and 1 lymph node metastasis after being informed about the results of Cho-PET/CT. Conclusions: Cho-PET/CT and WB-MRI both presented high accuracy in the detection of bone and lymph node metastases. The strength of MRI is excellent image quality providing detailed anatomical information whereas the advantage of Cho-PET/CT is high image contrast of pathological foci. ・ｾ・・ｽｩ 2007 Schattauer GmbH,"{'judgement': 'True', 'index': 496}",1,"{'judgement': 'True', 'index': 496}",1,"{'judgement': 'True', 'index': 496}",1,"{'judgement': 'True', 'index': 496}",1,"{'judgement': 'True', 'index': 496}",1
34655,Asymptomatic pulmonary embolism during pregnancy,,0,Asymptomatic pulmonary embolism during pregnancy,"{'judgement': 'True', 'index': 497}",1,"{'judgement': 'True', 'index': 497}",1,"{'judgement': 'True', 'index': 497}",1,"{'judgement': 'True', 'index': 497}",1,"{'judgement': 'True', 'probability': '0.8', 'index': 497}",1
44221,COVID-19 driven care changes in high risk patients from an outpatient to a community setting,"Background: COVID-19 has led to a change in care for patients with chronic conditions, involving a transfer of drug administration from an outpatient to a community setting. AIM: To investigate patient preferences for treatment settings in the light of the current pandemic. METHODS: Patients, who prior to the pandemic had attended two different outpatient clinics in a university hospital for their infusions or injections, were interviewed by telephone. The semi-structured interviews were analyzed using qualitative and quantitative methods. RESULTS: Out of 49 patients with either anti-inflammatory or immunoglobulin treatments (response rate: 83 %), 24 (49.0 %) switched from subcutaneous (sc) injections in the hospital to the community setting, 18 (36.7 %) from intravenous infusions (iv) in the hospital to sc administration at home and 7 (14.3 %) moved to iv at home. During the pandemic 38 (80.9 %) wanted to continue their treatment at home, but after the pandemic 22 (46.8 %) would opt to go back to the hospital. Satisfaction was high with both settings, slightly favoring drug administration in hospital. Qualitative data shows that patients while emphasizing the importance of the relationship with the healthcare team, had increased concerns about safety as a result of COVID-19. CONCLUSIONS: The experience during the COVID-19 pandemic has increased self-management-skills in some patients, but long-term follow-up is needed. It has repercussions for future shared decision making for patients and their healthcare teams.",0,"COVID-19 driven care changes in high risk patients from an outpatient to a community settingBackground: COVID-19 has led to a change in care for patients with chronic conditions, involving a transfer of drug administration from an outpatient to a community setting. AIM: To investigate patient preferences for treatment settings in the light of the current pandemic. METHODS: Patients, who prior to the pandemic had attended two different outpatient clinics in a university hospital for their infusions or injections, were interviewed by telephone. The semi-structured interviews were analyzed using qualitative and quantitative methods. RESULTS: Out of 49 patients with either anti-inflammatory or immunoglobulin treatments (response rate: 83 %), 24 (49.0 %) switched from subcutaneous (sc) injections in the hospital to the community setting, 18 (36.7 %) from intravenous infusions (iv) in the hospital to sc administration at home and 7 (14.3 %) moved to iv at home. During the pandemic 38 (80.9 %) wanted to continue their treatment at home, but after the pandemic 22 (46.8 %) would opt to go back to the hospital. Satisfaction was high with both settings, slightly favoring drug administration in hospital. Qualitative data shows that patients while emphasizing the importance of the relationship with the healthcare team, had increased concerns about safety as a result of COVID-19. CONCLUSIONS: The experience during the COVID-19 pandemic has increased self-management-skills in some patients, but long-term follow-up is needed. It has repercussions for future shared decision making for patients and their healthcare teams.","{'judgement': 'False', 'index': 498}",0,"{'judgement': 'False', 'index': 498}",0,"{'judgement': 'True', 'index': 498}",1,"{'judgement': 'False', 'index': 498}",0,"{'judgement': 'False', 'index': 498}",0
12897,Chilblains in COVID-19 Infection,"COVID-19 has quickly become a worldwide pandemic and is well-known for its pulmonary complications. Dermatologic manifestations such as chilblain-like lesions have been recently described, but it is unclear if they are truly secondary to the infection or not. Here we describe a young patient who developed chilblain-like eruptions on his toes, likely secondary to severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection. We discuss the literature that supports the hypothesis that these are in fact secondary to the infection, as well as provide insight into the pathology of these lesions. Copyright ﾃ・ﾂｩ 2020, Mohan et al.",0,"Chilblains in COVID-19 InfectionCOVID-19 has quickly become a worldwide pandemic and is well-known for its pulmonary complications. Dermatologic manifestations such as chilblain-like lesions have been recently described, but it is unclear if they are truly secondary to the infection or not. Here we describe a young patient who developed chilblain-like eruptions on his toes, likely secondary to severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection. We discuss the literature that supports the hypothesis that these are in fact secondary to the infection, as well as provide insight into the pathology of these lesions. Copyright ﾃ・ﾂｩ 2020, Mohan et al.","{'judgement': 'False', 'index': 499}",0,"{'judgement': 'False', 'index': 499}",0,"{'judgement': 'False', 'index': 499}",0,"{'judgement': 'False', 'index': 499}",0,"{'judgement': 'False', 'index': 499}",0
1923,Detection of severe acute respiratory syndrome Coronavirus-2 in the tears of patients with Coronavirus disease 2019,"Objectives: Since there are few reports on the ocular involvement of coronavirus disease 2019 (COVID-19) patients, this study aimed to assess the presence of severe acute respiratory syndrome Coronavirus-2 (SARS-CoV-2) in the tears of patients with COVID-19. Methods: In this prospective case series, nasopharyngeal and tear sampling of 43 patients with severe COVID-19 were performed. The quantitative reverse transcription polymerase chain reaction (RT-PCR) was conducted to detect SARS-CoV-2. Ocular and systemic signs and symptoms were recorded from their medical history. Results: The mean age of patients was 56 +/- 13 years. The average disease time from initiation of symptoms was 3.27 days, range: 1-7 days. Forty-one patients (95.3%) had fever at the time of sampling. Only one patient had conjunctivitis. Thirty (69.8%) nasopharyngeal and three (7%) tear samples were positive for SARS-CoV-2. The result of tear sample was positive in the patient with conjunctivitis. All patients with positive tear RT-PCR results had positive nasopharyngeal RT-PCR results. Conclusions: Ocular manifestation was rare in this series of severe COVID-19 patients, however, 7% of the patients had viral RNA in their conjunctival secretions. Therefore, possibility of ocular transmission should be considered even in the absence of ocular manifestations. Copyright ﾃ・ﾂｩ The Author(s), under exclusive licence to The Royal College of Ophthalmologists 2020.",0,"Detection of severe acute respiratory syndrome Coronavirus-2 in the tears of patients with Coronavirus disease 2019Objectives: Since there are few reports on the ocular involvement of coronavirus disease 2019 (COVID-19) patients, this study aimed to assess the presence of severe acute respiratory syndrome Coronavirus-2 (SARS-CoV-2) in the tears of patients with COVID-19. Methods: In this prospective case series, nasopharyngeal and tear sampling of 43 patients with severe COVID-19 were performed. The quantitative reverse transcription polymerase chain reaction (RT-PCR) was conducted to detect SARS-CoV-2. Ocular and systemic signs and symptoms were recorded from their medical history. Results: The mean age of patients was 56 +/- 13 years. The average disease time from initiation of symptoms was 3.27 days, range: 1-7 days. Forty-one patients (95.3%) had fever at the time of sampling. Only one patient had conjunctivitis. Thirty (69.8%) nasopharyngeal and three (7%) tear samples were positive for SARS-CoV-2. The result of tear sample was positive in the patient with conjunctivitis. All patients with positive tear RT-PCR results had positive nasopharyngeal RT-PCR results. Conclusions: Ocular manifestation was rare in this series of severe COVID-19 patients, however, 7% of the patients had viral RNA in their conjunctival secretions. Therefore, possibility of ocular transmission should be considered even in the absence of ocular manifestations. Copyright ﾃ・ﾂｩ The Author(s), under exclusive licence to The Royal College of Ophthalmologists 2020.","{'judgement': 'True', 'index': 500}",1,"{'judgement': 'False', 'index': 500}",0,"{'judgement': 'False', 'index': 500}",0,"{'judgement': 'True', 'probability': '0.5', 'index': 500}",1,"{'judgement': 'False', 'index': 500}",0
61997,Synthea TM Novel coronavirus (COVID-19) model and synthetic data set,"March through May 2020, a model of novel coronavirus (COVID-19) disease progression and treatment was constructed for the open-source Synthea patient simulation. The model was constructed using three peer-reviewed publications published in the early stages of the global pandemic, when less was known, along with emerging resources, data, publications, and clinical knowledge. The simulation outputs synthetic Electronic Health Records (EHR), including the daily consumption of Personal Protective Equipment (PPE) and other medical devices and supplies. For this simulation, we generated 124,150 synthetic patients, with 88,166 infections and 18,177 hospitalized patients. Patient symptoms, disease severity, and morbidity outcomes were calibrated using clinical data from the peer-reviewed publications. 4.1% of all simulated infected patients died and 20.6% were hospitalized. At peak observation, 548 dialysis machines and 209 mechanical ventilators were needed. This simulation and the resulting data have been used for the development of algorithms and prototypes designed to address the current or future pandemics, and the model can continue to be refined to incorporate emerging COVID-19 knowledge, variations in patterns of care, and improvement in clinical outcomes. The resulting model, data, and analysis are available as open-source code on GitHub and an open-access data set is available for download. Copyright ﾃ・ﾂｩ 2020 Elsevier B.V.",0,"Synthea TM Novel coronavirus (COVID-19) model and synthetic data setMarch through May 2020, a model of novel coronavirus (COVID-19) disease progression and treatment was constructed for the open-source Synthea patient simulation. The model was constructed using three peer-reviewed publications published in the early stages of the global pandemic, when less was known, along with emerging resources, data, publications, and clinical knowledge. The simulation outputs synthetic Electronic Health Records (EHR), including the daily consumption of Personal Protective Equipment (PPE) and other medical devices and supplies. For this simulation, we generated 124,150 synthetic patients, with 88,166 infections and 18,177 hospitalized patients. Patient symptoms, disease severity, and morbidity outcomes were calibrated using clinical data from the peer-reviewed publications. 4.1% of all simulated infected patients died and 20.6% were hospitalized. At peak observation, 548 dialysis machines and 209 mechanical ventilators were needed. This simulation and the resulting data have been used for the development of algorithms and prototypes designed to address the current or future pandemics, and the model can continue to be refined to incorporate emerging COVID-19 knowledge, variations in patterns of care, and improvement in clinical outcomes. The resulting model, data, and analysis are available as open-source code on GitHub and an open-access data set is available for download. Copyright ﾃ・ﾂｩ 2020 Elsevier B.V.","{'judgement': 'False', 'index': 501}",0,"{'judgement': 'False', 'index': 501}",0,"{'judgement': 'False', 'index': 501}",0,"{'judgement': 'False', 'index': 501}",0,"{'judgement': 'False', 'index': 501}",0
53157,COVID-19 with rheumatic diseases: a report of 5 cases,"The coronavirus disease 2019 (COVID-19), the result of an infection with the new virus, SARS-CoV-2, is rapidly spreading worldwide. It is largely unknown whether the occurrence of COVID-19 in patients with rheumatic immune diseases has some specific manifestations, or makes them more prone to rapidly progress into severe COVID-19. In this case report, we describe the clinical features of 5 rheumatic immune disease patients with the concomitant presence of COVID-19. Amongst these patients, 4 had rheumatoid arthritis (RA) and 1 had systemic sclerosis (SSc). Two patients had a history of close contact with a COVID-19 patient. The age of the patients ranged between 51 and 79 years. Fever (80%), cough (80%), dyspnea (40%), and fatigue (20%) were the most common presenting symptoms. Laboratory investigations revealed leukopenia and lymphopenia in 2 patients. In all the patients, chest computerized tomography (CT) revealed patchy ground glass opacities in the lungs. During the hospital stay, the condition of two patients remained the same (i.e., mild COVID-19), two patients progressed to the severe COVID-19, and one patient worsened to the critically ill COVID-19. These patients were treated with antiviral agents for COVID-19, antibiotics for secondary bacterial infections, and immunomodulatory agents for rheumatic immune diseases. All the patients responded well, were cured of COVID-19, and subsequently discharged. Copyright ﾃ・ﾂｩ International League of Associations for Rheumatology (ILAR) 2020.",0,"COVID-19 with rheumatic diseases: a report of 5 casesThe coronavirus disease 2019 (COVID-19), the result of an infection with the new virus, SARS-CoV-2, is rapidly spreading worldwide. It is largely unknown whether the occurrence of COVID-19 in patients with rheumatic immune diseases has some specific manifestations, or makes them more prone to rapidly progress into severe COVID-19. In this case report, we describe the clinical features of 5 rheumatic immune disease patients with the concomitant presence of COVID-19. Amongst these patients, 4 had rheumatoid arthritis (RA) and 1 had systemic sclerosis (SSc). Two patients had a history of close contact with a COVID-19 patient. The age of the patients ranged between 51 and 79 years. Fever (80%), cough (80%), dyspnea (40%), and fatigue (20%) were the most common presenting symptoms. Laboratory investigations revealed leukopenia and lymphopenia in 2 patients. In all the patients, chest computerized tomography (CT) revealed patchy ground glass opacities in the lungs. During the hospital stay, the condition of two patients remained the same (i.e., mild COVID-19), two patients progressed to the severe COVID-19, and one patient worsened to the critically ill COVID-19. These patients were treated with antiviral agents for COVID-19, antibiotics for secondary bacterial infections, and immunomodulatory agents for rheumatic immune diseases. All the patients responded well, were cured of COVID-19, and subsequently discharged. Copyright ﾃ・ﾂｩ International League of Associations for Rheumatology (ILAR) 2020.","{'judgement': 'False', 'index': 502}",0,"{'judgement': 'False', 'index': 502}",0,"{'judgement': 'False', 'index': 502}",0,"{'judgement': 'False', 'index': 502}",0,"{'judgement': 'True', 'probability': '0.5', 'index': 502}",1
31509,New machine learning method for imagebased diagnosis of COVID-19,"COVID-19 is a worldwide epidemic, as announced by the World Health Organization (WHO) in March 2020. Machine learning (ML) methods can play vital roles in identifying COVID-19 patients by visually analyzing their chest x-ray images. In this paper, a new MLmethod proposed to classify the chest x-ray images into two classes, COVID-19 patient or non-COVID-19 person. The features extracted from the chest x-ray images using new Fractional Multichannel Exponent Moments (FrMEMs). A parallel multi-core computational framework utilized to accelerate the computational process. Then, a modified Manta-Ray Foraging Optimization based on differential evolution used to select the most significant features. The proposed method evaluated using two COVID-19 x-ray datasets. The proposed method achieved accuracy rates of 96.09% and 98.09% for the first and second datasets, respectively.Copyright ﾃ・ﾂｩ 2020 Elaziz et al.",1,"New machine learning method for imagebased diagnosis of COVID-19COVID-19 is a worldwide epidemic, as announced by the World Health Organization (WHO) in March 2020. Machine learning (ML) methods can play vital roles in identifying COVID-19 patients by visually analyzing their chest x-ray images. In this paper, a new MLmethod proposed to classify the chest x-ray images into two classes, COVID-19 patient or non-COVID-19 person. The features extracted from the chest x-ray images using new Fractional Multichannel Exponent Moments (FrMEMs). A parallel multi-core computational framework utilized to accelerate the computational process. Then, a modified Manta-Ray Foraging Optimization based on differential evolution used to select the most significant features. The proposed method evaluated using two COVID-19 x-ray datasets. The proposed method achieved accuracy rates of 96.09% and 98.09% for the first and second datasets, respectively.Copyright ﾃ・ﾂｩ 2020 Elaziz et al.","{'judgement': 'False', 'index': 503}",0,"{'judgement': 'False', 'index': 503}",0,"{'judgement': 'False', 'index': 503}",0,"{'judgement': 'True', 'index': 503}",1,"{'judgement': 'True', 'index': 503}",1
31650,LDLR-related protein 10 (LRP10) regulates amyloid precursor protein (APP) trafficking and processing: evidence for a role in Alzheimer's disease.,BACKGROUND: The A・ｾ・・ｽｲ peptide that accumulates in Alzheimer's disease (AD) is derived from amyloid precursor protein (APP) following proteolysis by ・ｾ・・ｽｲ- and ・ｾ・・ｽｳ-secretases. Substantial evidence indicates that alterations in APP trafficking within the secretory and endocytic pathways directly impact the interaction of APP with these secretases and subsequent A・ｾ・・ｽｲ production. Various members of the low-density lipoprotein receptor (LDLR) family have been reported to play a role in APP trafficking and processing and are important risk factors in AD. We recently characterized a distinct member of the LDLR family called LDLR-related protein 10 (LRP10) that shuttles between the trans-Golgi Network (TGN)  plasma membrane (PM)  and endosomes. Here we investigated whether LRP10 participates in APP intracellular trafficking and A・ｾ・・ｽｲ production. RESULTS: In this report  we provide evidence that LRP10 is a function,0,LDLR-related protein 10 (LRP10) regulates amyloid precursor protein (APP) trafficking and processing: evidence for a role in Alzheimer's disease.BACKGROUND: The A神驎}r peptide that accumulates in Alzheimer's disease (AD) is derived from amyloid precursor protein (APP) following proteolysis by 神驎}r- and 神驎}s-secretases. Substantial evidence indicates that alterations in APP trafficking within the secretory and endocytic pathways directly impact the interaction of APP with these secretases and subsequent A神驎}r production. Various members of the low-density lipoprotein receptor (LDLR) family have been reported to play a role in APP trafficking and processing and are important risk factors in AD. We recently characterized a distinct member of the LDLR family called LDLR-related protein 10 (LRP10) that shuttles between the trans-Golgi Network (TGN)  plasma membrane (PM)  and endosomes. Here we investigated whether LRP10 participates in APP intracellular trafficking and A神驎}r production. RESULTS: In this report  we provide evidence that LRP10 is a functional APP receptor involved in APP trafficking and processing. LRP10 interacts directly with the ectodomain of APP and colocalizes with APP at the T,"{'judgement': 'True', 'index': 504}",1,"{'judgement': 'True', 'index': 504}",1,"{'judgement': 'False', 'index': 504}",0,"{'judgement': 'True', 'probability': '1', 'index': 504}",1,"{'judgement': 'True', 'index': 504}",1
39343,Admission fasting blood glucose predicts 30-day poor outcome in patients hospitalized for COVID-19 pneumonia,,0,Admission fasting blood glucose predicts 30-day poor outcome in patients hospitalized for COVID-19 pneumonia,"{'judgement': 'True', 'index': 505}",1,"{'judgement': 'True', 'index': 505}",1,"{'judgement': 'True', 'probability': '0.8', 'index': 505}",1,"{'judgement': 'True', 'index': 505}",1,"{'judgement': 'True', 'index': 505}",1
26889,Somatostatin receptor imaging in CNS tumours using 111In-octreotide,This study evaluates the in vivo visualization of somatostatin (SS) receptors in central nervous system (CNS) tumours using 111In-octreotide imaging and discusses the clinical implications. Ninety-five patients with histologically confirmed diagnosis of CNS tumours were imaged 2-4 and 24 h after the intravenous injection of 111-185 MBq of 111In-octreotide. An uptake index was computed using tumour/non-tumour ratios evaluated using a standard region-of-interest method. Semi-quantitative immunohistochemical studies of SS binding sites were performed on frozen tumour sections. All meningiomas  most pituitary adenomas and many glial tumours showed a positive scan  whereas all neurinomas  craniopharingiomas and ependymomas had negative receptor scans. Radio-octreotide uptake varied among the SS receptor positive CNS tumours: very intense in meningioma  intermediate in pituitary adenoma and of a low grade in glioma. The results of immunohistochemical studies confirmed the scintigraphic findings in all cases. We believe 111In-octreotide is a suitable radiopharmaceutical for characterizing CNS tumours in vivo as SS receptor positive or negative. This new neuronuclear imaging technique may be useful for differential diagnosis in selected cases  for post-surgical follow-up and in the assessment of differentiation in glial tumours,0,Somatostatin receptor imaging in CNS tumours using 111In-octreotideThis study evaluates the in vivo visualization of somatostatin (SS) receptors in central nervous system (CNS) tumours using 111In-octreotide imaging and discusses the clinical implications. Ninety-five patients with histologically confirmed diagnosis of CNS tumours were imaged 2-4 and 24 h after the intravenous injection of 111-185 MBq of 111In-octreotide. An uptake index was computed using tumour/non-tumour ratios evaluated using a standard region-of-interest method. Semi-quantitative immunohistochemical studies of SS binding sites were performed on frozen tumour sections. All meningiomas  most pituitary adenomas and many glial tumours showed a positive scan  whereas all neurinomas  craniopharingiomas and ependymomas had negative receptor scans. Radio-octreotide uptake varied among the SS receptor positive CNS tumours: very intense in meningioma  intermediate in pituitary adenoma and of a low grade in glioma. The results of immunohistochemical studies confirmed the scintigraphic findings in all cases. We believe 111In-octreotide is a suitable radiopharmaceutical for characterizing CNS tumours in vivo as SS receptor positive or negative. This new neuronuclear imaging technique may be useful for differential diagnosis in selected cases  for post-surgical follow-up and in the assessment of differentiation in glial tumours,"{'judgement': 'True', 'index': 506}",1,"{'judgement': 'True', 'index': 506}",1,"{'judgement': 'True', 'index': 506}",1,"{'judgement': 'True', 'index': 506}",1,"{'judgement': 'True', 'index': 506}",1
65071,Selective filtering defect at the axon initial segment in Alzheimer's disease mouse models.,Axon pathology has been widely reported in Alzheimer's disease (AD) patients and AD mouse models. Herein we report that increased miR-342-5p down-regulates the expression of ankyrin G (AnkG)  a protein known to play a critical role in establishing selective filtering machinery at the axon initial segment (AIS). Diminished AnkG expression leads to defective AIS filtering in cultured hippocampal neurons from AD mouse models  as monitored by selective exclusion of large macromolecules from the axons. Furthermore  AnkG-deficiency impairs AIS localization of Nav 1.6 channels and confines NR2B to the somatodendritic compartments. The expression of exogenous AnkG improved the cognitive performance of 12-mo-old APP/PS1 mice; thus  our data suggest that AnkG and impairment of AIS filtering may play important roles in AD pathology.,0,Selective filtering defect at the axon initial segment in Alzheimer's disease mouse models.Axon pathology has been widely reported in Alzheimer's disease (AD) patients and AD mouse models. Herein we report that increased miR-342-5p down-regulates the expression of ankyrin G (AnkG)  a protein known to play a critical role in establishing selective filtering machinery at the axon initial segment (AIS). Diminished AnkG expression leads to defective AIS filtering in cultured hippocampal neurons from AD mouse models  as monitored by selective exclusion of large macromolecules from the axons. Furthermore  AnkG-deficiency impairs AIS localization of Nav 1.6 channels and confines NR2B to the somatodendritic compartments. The expression of exogenous AnkG improved the cognitive performance of 12-mo-old APP/PS1 mice; thus  our data suggest that AnkG and impairment of AIS filtering may play important roles in AD pathology.,"{'judgement': 'False', 'index': 507}",0,"{'judgement': 'False', 'index': 507}",0,"{'judgement': 'False', 'index': 507}",0,"{'judgement': 'False', 'index': 507}",0,"{'judgement': 'False', 'index': 507}",0
