,id,title,abstract,judgement,tiab,2023-08-08_16-29Azure_zeroshot_gpt-35-turbo-0613_temp0,shori_2023-08-08_16-29Azure_zeroshot_gpt-35-turbo-0613_temp0,2023-08-08_16-31Azure_zeroshot_gpt-35-turbo-0613_temp0,shori_2023-08-08_16-31Azure_zeroshot_gpt-35-turbo-0613_temp0,2023-08-08_16-33Azure_zeroshot_gpt-35-turbo-0613_temp0,shori_2023-08-08_16-33Azure_zeroshot_gpt-35-turbo-0613_temp0,2023-08-08_16-35Azure_zeroshot_gpt-35-turbo-0613_temp0,shori_2023-08-08_16-35Azure_zeroshot_gpt-35-turbo-0613_temp0,2023-08-08_16-37Azure_zeroshot_gpt-35-turbo-0613_temp0,shori_2023-08-08_16-37Azure_zeroshot_gpt-35-turbo-0613_temp0,2023-08-08_16-39Azure_zeroshot_gpt-35-turbo-0613_temp0,shori_2023-08-08_16-39Azure_zeroshot_gpt-35-turbo-0613_temp0,2023-08-08_16-41Azure_zeroshot_gpt-35-turbo-0613_temp0,shori_2023-08-08_16-41Azure_zeroshot_gpt-35-turbo-0613_temp0,2023-08-08_16-43Azure_zeroshot_gpt-35-turbo-0613_temp0,shori_2023-08-08_16-43Azure_zeroshot_gpt-35-turbo-0613_temp0,2023-08-08_16-45Azure_zeroshot_gpt-35-turbo-0613_temp0,shori_2023-08-08_16-45Azure_zeroshot_gpt-35-turbo-0613_temp0,2023-08-08_16-46Azure_zeroshot_gpt-35-turbo-0613_temp0,shori_2023-08-08_16-46Azure_zeroshot_gpt-35-turbo-0613_temp0
53,18039,A neurology department at a tertiary-level hospital during the COVID-19 pandemic,,0,A neurology department at a tertiary-level hospital during the COVID-19 pandemic,"{'judgement': 'True', 'index': 53}",1,"{'judgement': 'False', 'index': 53}",0,"{'judgement': 'True', 'index': 53}",1,"{'judgement': 'True', 'index': 53}",1,"{'judgement': 'True', 'index': 53}",1,"{'judgement': 'True', 'index': 53}",1,"{'judgement': 'True', 'index': 53}",1,"{'judgement': 'True', 'index': 53}",1,"{'judgement': 'True', 'index': 53}",1,"{'judgement': 'False', 'index': 53}",0
54,25811,Mercapturate metabolism of 4-hydroxy-2-nonenal in rat and human cerebrum.,4-Hydroxy-2-nonenal (HNE)  a potent toxin formed in the brain from oxidation of polyunsaturated fatty acids  is increased in Alzheimer disease (AD)  where it is a proposed effector of amyloid beta peptide-mediated neurotoxicity. Detoxification of HNE via the mercapturic acid pathway (MAP) is the primary means by which other organs  such as liver  limit its toxic effects. Here we examined the distribution and activity of MAP detoxification for HNE in cerebrum. Our results showed that rat cerebral cortex and especially synaptosomes were less well equipped to detoxify HNE via the MAP than liver. Glutathione transferases (GSTs) catalyze the committed step in the MAP; GST-mu and GST-pi  but not OST-alpha  were detected in neurons and astrocytes in cerebrum from AD patients and controls. MAP activity in frontal cortex of AD patients was modestly but significantly increased compared to controls. These data suggest that lipid peroxidation may present a greater toxic burden to cerebrum than to other organs  and that a component of response to injury in late stage AD is a slight increase in MAP activity.,0,Mercapturate metabolism of 4-hydroxy-2-nonenal in rat and human cerebrum.4-Hydroxy-2-nonenal (HNE)  a potent toxin formed in the brain from oxidation of polyunsaturated fatty acids  is increased in Alzheimer disease (AD)  where it is a proposed effector of amyloid beta peptide-mediated neurotoxicity. Detoxification of HNE via the mercapturic acid pathway (MAP) is the primary means by which other organs  such as liver  limit its toxic effects. Here we examined the distribution and activity of MAP detoxification for HNE in cerebrum. Our results showed that rat cerebral cortex and especially synaptosomes were less well equipped to detoxify HNE via the MAP than liver. Glutathione transferases (GSTs) catalyze the committed step in the MAP; GST-mu and GST-pi  but not OST-alpha  were detected in neurons and astrocytes in cerebrum from AD patients and controls. MAP activity in frontal cortex of AD patients was modestly but significantly increased compared to controls. These data suggest that lipid peroxidation may present a greater toxic burden to cerebrum than to other organs  and that a component of response to injury in late stage AD is a slight increase in MAP activity.,"{'judgement': 'True', 'index': 54}",1,"{'judgement': 'False', 'index': 54}",0,"{'judgement': 'True', 'index': 54}",1,"{'judgement': 'True', 'index': 54}",1,"{'judgement': 'True', 'index': 54}",1,"{'judgement': 'True', 'index': 54}",1,"{'judgement': 'True', 'index': 54}",1,"{'judgement': 'True', 'index': 54}",1,"{'judgement': 'True', 'index': 54}",1,"{'judgement': 'False', 'index': 54}",0
55,52442,Decreased utilization of mental health emergency service during the COVID-19 pandemic,"During the rapid rise of the COVID-19 pandemic, a reduction of the numbers of patients presenting to emergency departments has been observed. We present an early study from a German psychiatric hospital to assess the dynamics of mental health emergency service utilization rates during the COVID-19 pandemic. Our results show that the numbers of emergency presentations decreased, and a positive correlation between these numbers and mobility of the general public suggests an impact of extended measures of social distancing. This finding underscores the necessity of raising and sustaining awareness regarding the threat to mental health in the context of the pandemic.",0,"Decreased utilization of mental health emergency service during the COVID-19 pandemicDuring the rapid rise of the COVID-19 pandemic, a reduction of the numbers of patients presenting to emergency departments has been observed. We present an early study from a German psychiatric hospital to assess the dynamics of mental health emergency service utilization rates during the COVID-19 pandemic. Our results show that the numbers of emergency presentations decreased, and a positive correlation between these numbers and mobility of the general public suggests an impact of extended measures of social distancing. This finding underscores the necessity of raising and sustaining awareness regarding the threat to mental health in the context of the pandemic.","{'judgement': 'False', 'index': 55}",0,"{'judgement': 'False', 'index': 55}",0,"{'judgement': 'False', 'index': 55}",0,"{'judgement': 'False', 'index': 55}",0,"{'judgement': 'False', 'index': 55}",0,"{'judgement': 'False', 'index': 55}",0,"{'judgement': 'False', 'index': 55}",0,"{'judgement': 'False', 'index': 55}",0,"{'judgement': 'False', 'index': 55}",0,"{'judgement': 'False', 'index': 55}",0
56,66223,[11C] methionine and [18F] fluorodeoxyglucose PET in the follow-up of glioblastoma multiforme,BACKGROUND: The aim of this study was to evaluate the value of [11C] methionine (MET) and [18F] fluorodeoxyglucose (FDG) PET in the follow-up of glioblastoma multiforme (GBM). PATIENTS AND METHODS: After surgical and/or conservative treatment  28 patients (pts) with GBM underwent FDG and MET PET on average 12.7 months after the diagnosis had been established. Scans were evaluated visually and by calculating the maximal tumor SUV as well as the ratio of tumor vs. contralateral region (RTu). The degree of tracer uptake was compared with survival time  disease duration and MRI findings. RESULTS: The mean overall duration of survival was 12.7 months. The patients were divided into two groups: those that survived less than 12 months and those that survived longer than 12 months. Focally increased uptake was revealed by MET PET in 24 patients and by FDG PET in 2 patients. On MRI scans  viable tumor tissue was suspected in 18 patients. No correlations were registered between FDG/MET uptake and survival time or disease duration respectively; Kaplan-Meier calculations were negative in this regard. Similarly  negative results were obtained in subgroups of patients who had undergone microsurgical resection and whose disease was at least of 6 months' duration  and additionally in a subgroup who had undergone their last treatment longer than 6 months ago. With respect to survival groups  a positive MET PET was associated with a sensitivity of 86% and a specificity of 8%. SUV and RTu values did not differ between patients with positive or negative MRI results. CONCLUSIONS: In this study FDG PET seems to be of limited value in the work-up of recurrent GBM because of its lower sensitivity than MET PET and the fact that it allows no prediction of the outcome. MET PET visualizes viable tumor tissue without adding any prognostic information and appears to be in no way superior to conventional imaging,0,[11C] methionine and [18F] fluorodeoxyglucose PET in the follow-up of glioblastoma multiformeBACKGROUND: The aim of this study was to evaluate the value of [11C] methionine (MET) and [18F] fluorodeoxyglucose (FDG) PET in the follow-up of glioblastoma multiforme (GBM). PATIENTS AND METHODS: After surgical and/or conservative treatment  28 patients (pts) with GBM underwent FDG and MET PET on average 12.7 months after the diagnosis had been established. Scans were evaluated visually and by calculating the maximal tumor SUV as well as the ratio of tumor vs. contralateral region (RTu). The degree of tracer uptake was compared with survival time  disease duration and MRI findings. RESULTS: The mean overall duration of survival was 12.7 months. The patients were divided into two groups: those that survived less than 12 months and those that survived longer than 12 months. Focally increased uptake was revealed by MET PET in 24 patients and by FDG PET in 2 patients. On MRI scans  viable tumor tissue was suspected in 18 patients. No correlations were registered between FDG/MET uptake and survival time or disease duration respectively; Kaplan-Meier calculations were negative in this regard. Similarly  negative results were obtained in subgroups of patients who had undergone microsurgical resection and whose disease was at least of 6 months' duration  and additionally in a subgroup who had undergone their last treatment longer than 6 months ago. With respect to survival groups  a positive MET PET was associated with a sensitivity of 86% and a specificity of 8%. SUV and RTu values did not differ between patients with positive or negative MRI results. CONCLUSIONS: In this study FDG PET seems to be of limited value in the work-up of recurrent GBM because of its lower sensitivity than MET PET and the fact that it allows no prediction of the outcome. MET PET visualizes viable tumor tissue without adding any prognostic information and appears to be in no way superior to conventional imaging,"{'judgement': 'True', 'index': 56}",1,"{'judgement': 'False', 'index': 56}",0,"{'judgement': 'False', 'index': 56}",0,"{'judgement': 'False', 'index': 56}",0,"{'judgement': 'True', 'index': 56}",1,"{'judgement': 'False', 'index': 56}",0,"{'judgement': 'True', 'index': 56}",1,"{'judgement': 'True', 'index': 56}",1,"{'judgement': 'True', 'index': 56}",1,"{'judgement': 'True', 'index': 56}",1
57,23260,German bronchoscopy unit readiness for the COVID-19 pandemic: A nationwide survey,"Background: The worldwide impact of the coronavirus disease 2019 (COVID-19) pandemic is unprecedented. Among the aerosol generating procedures, bronchoscopy in particular is an indispensable diagnostic and therapeutic tool that comes with a high risk of infection. Therefore, national societies have issued guidance statements. However, the individual ability of bronchoscopy units to follow these recommendations is largely unknown. Method(s): We conducted a nationwide survey from 1 April 2020 to 7 April 2020 to which 218 German endoscopy units, 105 solely bronchoscopy and 113 interdisciplinary, responded. The survey was distributed electronically via the German Respiratory Society. Result(s): While 17% of units did not cancel any interventions, 16% cancelled >80% of their interventions. 73% were unable to completely separate high-risk patients. Most procedural measures, such as risk stratification in patients (95%), training to handle COVID-19 patients and personal protective equipment (PPE) (91%), risk adapted use of PPE (85%) and self-monitoring for staff (84%) were adopted well. Unit managers expected shortages in PPE (74%), staff shortages (68%) and severe financial losses (63%). Conclusion(s): In the short-term, PPE shortages are perceived to be the most imminent threat to bronchoscopic activity as a whole. In this era of uncertainty, sound evidence to guide bronchoscopy units and an international concerted effort are urgently needed to formulate recommendations on facts and adapted to local conditions as described in this study.Copyright Â© ERS 2020.",0,"German bronchoscopy unit readiness for the COVID-19 pandemic: A nationwide surveyBackground: The worldwide impact of the coronavirus disease 2019 (COVID-19) pandemic is unprecedented. Among the aerosol generating procedures, bronchoscopy in particular is an indispensable diagnostic and therapeutic tool that comes with a high risk of infection. Therefore, national societies have issued guidance statements. However, the individual ability of bronchoscopy units to follow these recommendations is largely unknown. Method(s): We conducted a nationwide survey from 1 April 2020 to 7 April 2020 to which 218 German endoscopy units, 105 solely bronchoscopy and 113 interdisciplinary, responded. The survey was distributed electronically via the German Respiratory Society. Result(s): While 17% of units did not cancel any interventions, 16% cancelled >80% of their interventions. 73% were unable to completely separate high-risk patients. Most procedural measures, such as risk stratification in patients (95%), training to handle COVID-19 patients and personal protective equipment (PPE) (91%), risk adapted use of PPE (85%) and self-monitoring for staff (84%) were adopted well. Unit managers expected shortages in PPE (74%), staff shortages (68%) and severe financial losses (63%). Conclusion(s): In the short-term, PPE shortages are perceived to be the most imminent threat to bronchoscopic activity as a whole. In this era of uncertainty, sound evidence to guide bronchoscopy units and an international concerted effort are urgently needed to formulate recommendations on facts and adapted to local conditions as described in this study.Copyright Â© ERS 2020.","{'judgement': 'True', 'index': 57}",1,"{'judgement': 'False', 'index': 57}",0,"{'judgement': 'False', 'index': 57}",0,"{'judgement': 'True', 'index': 57}",1,"{'judgement': 'True', 'index': 57}",1,"{'judgement': 'True', 'index': 57}",1,"{'judgement': 'True', 'index': 57}",1,"{'judgement': 'True', 'index': 57}",1,"{'judgement': 'True', 'index': 57}",1,"{'judgement': 'False', 'index': 57}",0
58,63590,A COVID-19-Based Modified Epidemiological Model and Technological Approaches to Help Vulnerable Individuals Emerge from the Lockdown in the UK,"COVID-19 has shown a relatively low case fatality rate in young healthy individuals, with the majority of this group being asymptomatic or having mild symptoms. However, the severity of the disease among the elderly as well as in individuals with underlying health conditions has caused significant mortality rates worldwide. Understanding this variance amongst different sectors of society and modelling this will enable the different levels of risk to be determined to enable strategies to be applied to different groups. Long-established compartmental epidemiological models like SIR and SEIR do not account for the variability encountered in the severity of the SARS-CoV-2 disease across different population groups. The objective of this study is to investigate how a reduction in the exposure of vulnerable individuals to COVID-19 can minimise the number of deaths caused by the disease, using the UK as a case study. To overcome the limitation of long-established compartmental epidemiological models, it is proposed that a modified model, namely SEIR-v, through which the population is separated into two groups regarding their vulnerability to SARS-CoV-2 is applied. This enables the analysis of the spread of the epidemic when different contention measures are applied to different groups in society regarding their vulnerability to the disease. A Monte Carlo simulation (100,000 runs) along the proposed SEIR-v model is used to study the number of deaths which could be avoided as a function of the decrease in the exposure of vulnerable individuals to the disease. The results indicate a large number of deaths could be avoided by a slight realistic decrease in the exposure of vulnerable groups to the disease. The mean values across the simulations indicate 3681 and 7460 lives could be saved when such exposure is reduced by 10% and 20% respectively. From the encouraging results of the modelling a number of mechanisms are proposed to limit the exposure of vulnerable individuals to the disease. One option could be the provision of a wristband to vulnerable people and those without a smartphone and contact-tracing app, filling the gap created by systems relying on smartphone apps only. By combining very dense contact tracing data from smartphone apps and wristband signals with information about infection status and symptoms, vulnerable people can be protected and kept safer.",0,"A COVID-19-Based Modified Epidemiological Model and Technological Approaches to Help Vulnerable Individuals Emerge from the Lockdown in the UKCOVID-19 has shown a relatively low case fatality rate in young healthy individuals, with the majority of this group being asymptomatic or having mild symptoms. However, the severity of the disease among the elderly as well as in individuals with underlying health conditions has caused significant mortality rates worldwide. Understanding this variance amongst different sectors of society and modelling this will enable the different levels of risk to be determined to enable strategies to be applied to different groups. Long-established compartmental epidemiological models like SIR and SEIR do not account for the variability encountered in the severity of the SARS-CoV-2 disease across different population groups. The objective of this study is to investigate how a reduction in the exposure of vulnerable individuals to COVID-19 can minimise the number of deaths caused by the disease, using the UK as a case study. To overcome the limitation of long-established compartmental epidemiological models, it is proposed that a modified model, namely SEIR-v, through which the population is separated into two groups regarding their vulnerability to SARS-CoV-2 is applied. This enables the analysis of the spread of the epidemic when different contention measures are applied to different groups in society regarding their vulnerability to the disease. A Monte Carlo simulation (100,000 runs) along the proposed SEIR-v model is used to study the number of deaths which could be avoided as a function of the decrease in the exposure of vulnerable individuals to the disease. The results indicate a large number of deaths could be avoided by a slight realistic decrease in the exposure of vulnerable groups to the disease. The mean values across the simulations indicate 3681 and 7460 lives could be saved when such exposure is reduced by 10% and 20% respectively. From the encouraging results of the modelling a number of mechanisms are proposed to limit the exposure of vulnerable individuals to the disease. One option could be the provision of a wristband to vulnerable people and those without a smartphone and contact-tracing app, filling the gap created by systems relying on smartphone apps only. By combining very dense contact tracing data from smartphone apps and wristband signals with information about infection status and symptoms, vulnerable people can be protected and kept safer.","{'judgement': 'True', 'index': 58}",1,"{'judgement': 'False', 'index': 58}",0,"{'judgement': 'False', 'index': 58}",0,"{'judgement': 'True', 'index': 58}",1,"{'judgement': 'False', 'index': 58}",0,"{'judgement': 'True', 'index': 58}",1,"{'judgement': 'False', 'index': 58}",0,"{'judgement': 'True', 'index': 58}",1,"{'judgement': 'False', 'index': 58}",0,"{'judgement': 'False', 'index': 58}",0
59,8859,"Oxidative stress and toxicity induced by the nucleoside reverse transcriptase inhibitor (NRTI)--2',3'-dideoxycytidine (ddC): relevance to HIV-dementia.",Human immunodeficiency virus dementia (HIVD) is the most common form of dementia occurring among young adults. In HIVD  neuronal cell loss occurs in the absence of neuronal infection. With the advent of highly active anti-retroviral therapy (HAART)  the incidence of HIVD has drastically reduced  though prevalence of milder forms of HIVD continues to rise. Though these agents have been used successfully in suppressing viral production  they have also been associated with a number of side effects. Here we examine the possible role of NRTIs  in particular 2' 3'-dideoxycytidine (ddC)  in the neuropathology of HIVD. Synaptosomes and isolated mitochondria treated and incubated for 6 h with CSF-achievable concentrations of ddC  i.e.  6-11 ng/ml  were found to show a significant increase in oxidative stress with 40 nM ddC as measured by protein carbonyls and 3-nitrotyrosine (3NT)  effects that were not observed in the more tolerable NRTI  3TC. Protection against protein oxidation induced by ddC was observed when brain mitochondria were isolated from gerbils 1 h after injection i.p. with the brain accessible antioxidant and glutathione mimetic  tricyclodecan-9-yl-xanthogenate (D609). In addition  there is a significant reduction in the levels of anti-apoptotic protein Bcl-2 and a significant increase in cytochrome c release and also a significant increase in the expression of pro-apoptotic protein caspase-3 after mitochondria were treated with 40 nM ddC. The results reported here show that ddC at 40 nM can induce oxidative stress  cause the release of cytochrome c  and in addition  reduce the levels of anti-apoptotic proteins  increase the levels of pro-apoptotic proteins  thereby increasing the possibility for induction of apoptosis. These findings are consistent with the notion of a possible role of the NRTIs  and in particular  ddC  in the mechanisms involved in HIVD.,0,"Oxidative stress and toxicity induced by the nucleoside reverse transcriptase inhibitor (NRTI)--2',3'-dideoxycytidine (ddC): relevance to HIV-dementia.Human immunodeficiency virus dementia (HIVD) is the most common form of dementia occurring among young adults. In HIVD  neuronal cell loss occurs in the absence of neuronal infection. With the advent of highly active anti-retroviral therapy (HAART)  the incidence of HIVD has drastically reduced  though prevalence of milder forms of HIVD continues to rise. Though these agents have been used successfully in suppressing viral production  they have also been associated with a number of side effects. Here we examine the possible role of NRTIs  in particular 2' 3'-dideoxycytidine (ddC)  in the neuropathology of HIVD. Synaptosomes and isolated mitochondria treated and incubated for 6 h with CSF-achievable concentrations of ddC  i.e.  6-11 ng/ml  were found to show a significant increase in oxidative stress with 40 nM ddC as measured by protein carbonyls and 3-nitrotyrosine (3NT)  effects that were not observed in the more tolerable NRTI  3TC. Protection against protein oxidation induced by ddC was observed when brain mitochondria were isolated from gerbils 1 h after injection i.p. with the brain accessible antioxidant and glutathione mimetic  tricyclodecan-9-yl-xanthogenate (D609). In addition  there is a significant reduction in the levels of anti-apoptotic protein Bcl-2 and a significant increase in cytochrome c release and also a significant increase in the expression of pro-apoptotic protein caspase-3 after mitochondria were treated with 40 nM ddC. The results reported here show that ddC at 40 nM can induce oxidative stress  cause the release of cytochrome c  and in addition  reduce the levels of anti-apoptotic proteins  increase the levels of pro-apoptotic proteins  thereby increasing the possibility for induction of apoptosis. These findings are consistent with the notion of a possible role of the NRTIs  and in particular  ddC  in the mechanisms involved in HIVD.","{'judgement': 'True', 'index': 59}",1,"{'judgement': 'True', 'index': 59}",1,"{'judgement': 'False', 'index': 59}",0,"{'judgement': 'True', 'index': 59}",1,"{'judgement': 'True', 'index': 59}",1,"{'judgement': 'True', 'index': 59}",1,"{'judgement': 'False', 'index': 59}",0,"{'judgement': 'True', 'index': 59}",1,"{'judgement': 'False', 'index': 59}",0,"{'judgement': 'False', 'index': 59}",0
60,7091,Impact of Coronavirus disease (COVID-19) pandemic on health professionals,"Objective: Recognizing the huge potential ramifications of COVID-19 pandemic, this study explores its impact on health professionals personally and professionally along with the associated challenges. Methods: A descriptive cross-sectional qualitative survey was conducted from March-April 2020. Participants included health professionals from various disciplines in both public and private-sector institutions of Pakistan. The sample size was not predetermined, and an iterative approach of simultaneous data collection and analysis was taken until data and time saturation were reached. Thematic analysis of the qualitative data was carried out by two analysts. Results: Two hundred and Ninety health professionals responded. They reported an impact on their mental, physical and social well-being. The clinicians mentioned facing an unprecedented workload in overstretched health facilities, while those in academia become engaged with planning/providing emergency remote teaching for the students affecting work-life balance. Some challenges associated with work-from-home and in the hospitals were identified. Conclusion: During COVID-19, the health professionals are anxious, overworked and financially unstable while planning, creating and caring for others and their families. We need to support them to do their jobs, be safe and stay alive. Future research should explore the fears and coping strategies of health professionals during pandemics. Copyright: B) Pakistan Journal of Medical Sciences.",0,"Impact of Coronavirus disease (COVID-19) pandemic on health professionalsObjective: Recognizing the huge potential ramifications of COVID-19 pandemic, this study explores its impact on health professionals personally and professionally along with the associated challenges. Methods: A descriptive cross-sectional qualitative survey was conducted from March-April 2020. Participants included health professionals from various disciplines in both public and private-sector institutions of Pakistan. The sample size was not predetermined, and an iterative approach of simultaneous data collection and analysis was taken until data and time saturation were reached. Thematic analysis of the qualitative data was carried out by two analysts. Results: Two hundred and Ninety health professionals responded. They reported an impact on their mental, physical and social well-being. The clinicians mentioned facing an unprecedented workload in overstretched health facilities, while those in academia become engaged with planning/providing emergency remote teaching for the students affecting work-life balance. Some challenges associated with work-from-home and in the hospitals were identified. Conclusion: During COVID-19, the health professionals are anxious, overworked and financially unstable while planning, creating and caring for others and their families. We need to support them to do their jobs, be safe and stay alive. Future research should explore the fears and coping strategies of health professionals during pandemics. Copyright: B) Pakistan Journal of Medical Sciences.","{'judgement': 'True', 'index': 60}",1,"{'judgement': 'False', 'index': 60}",0,"{'judgement': 'False', 'index': 60}",0,"{'judgement': 'False', 'index': 60}",0,"{'judgement': 'False', 'index': 60}",0,"{'judgement': 'False', 'index': 60}",0,"{'judgement': 'False', 'index': 60}",0,"{'judgement': 'False', 'index': 60}",0,"{'judgement': 'False', 'index': 60}",0,"{'judgement': 'False', 'index': 60}",0
61,55501,An analysis of 18FDG kinetic rate constants using dynamic positron emission tomography in human brain tumors,,0,An analysis of 18FDG kinetic rate constants using dynamic positron emission tomography in human brain tumors,"{'judgement': 'True', 'index': 61}",1,"{'judgement': 'True', 'index': 61}",1,"{'judgement': 'True', 'index': 61}",1,"{'judgement': 'True', 'index': 61}",1,"{'judgement': 'True', 'index': 61}",1,"{'judgement': 'True', 'index': 61}",1,"{'judgement': 'True', 'index': 61}",1,"{'judgement': 'True', 'index': 61}",1,"{'judgement': 'True', 'index': 61}",1,"{'judgement': 'True', 'index': 61}",1
62,1464,Covid-19 associated chilblain-like lesions in an asymptomatic doctor,,0,Covid-19 associated chilblain-like lesions in an asymptomatic doctor,"{'judgement': 'True', 'index': 62}",1,"{'judgement': 'True', 'index': 62}",1,"{'judgement': 'True', 'index': 62}",1,"{'judgement': 'True', 'index': 62}",1,"{'judgement': 'True', 'index': 62}",1,"{'judgement': 'True', 'index': 62}",1,"{'judgement': 'True', 'index': 62}",1,"{'judgement': 'True', 'index': 62}",1,"{'judgement': 'True', 'index': 62}",1,"{'judgement': 'True', 'index': 62}",1
63,2840,Overview of Early Cases of Coronavirus Disease 2019 (COVID-19) at a Tertiary Care Centre in North India,"INTRODUCTION: As the coronavirus disease 2019 (COVID-19) pandemic continues to spread on an unprecedented scale from around the world, we described our experience in treating early COVID-19 cases in India. MATERIALS AND METHODS: An observational study of COVID-19 patients admitted to a tertiary care centre in North India between 2 March-4 April 2020 was performed. The clinical, epidemiological, laboratory, treatment and outcome data of patients were evaluated. RESULTS: A total of 75 patients were treated and 56 (74.66%) were men. The clinical spectrum of COVID-19 ranged from asymptomatic to acute respiratory distress syndrome (ARDS). Fever (85.36%) was the most common symptom followed by cough (56.09%) and dyspnoea (19.51%). Findings from hemogram analysis showed that 32%, 21.33% and 18.67% of patients had lymphopaenia, eosinopenia and thrombocytopaenia, respectively. Inflammatory markers such as C-reactive protein, D-dimer, ferritin, fibrin degradation product and interleukin-6 were significantly elevated (P <0.05) in patients who required oxygen therapy than those who did not require it, suggesting the potential role such markers could play in predicting prognosis in patients. Mean hospital stay was 9.2 days and 72 (96%) patients made a complete recovery, but 3 (4%) patients demised after progressing to ARDS. CONCLUSION: The clinical and epidemiological spectrum of COVID-19 has jeopardised the health system in India. Without a proven therapy to combat this pandemic and with no sight of vaccines in the near future, a preventive strategy should be adopted to contain the spread of this infectious disease.",0,"Overview of Early Cases of Coronavirus Disease 2019 (COVID-19) at a Tertiary Care Centre in North IndiaINTRODUCTION: As the coronavirus disease 2019 (COVID-19) pandemic continues to spread on an unprecedented scale from around the world, we described our experience in treating early COVID-19 cases in India. MATERIALS AND METHODS: An observational study of COVID-19 patients admitted to a tertiary care centre in North India between 2 March-4 April 2020 was performed. The clinical, epidemiological, laboratory, treatment and outcome data of patients were evaluated. RESULTS: A total of 75 patients were treated and 56 (74.66%) were men. The clinical spectrum of COVID-19 ranged from asymptomatic to acute respiratory distress syndrome (ARDS). Fever (85.36%) was the most common symptom followed by cough (56.09%) and dyspnoea (19.51%). Findings from hemogram analysis showed that 32%, 21.33% and 18.67% of patients had lymphopaenia, eosinopenia and thrombocytopaenia, respectively. Inflammatory markers such as C-reactive protein, D-dimer, ferritin, fibrin degradation product and interleukin-6 were significantly elevated (P <0.05) in patients who required oxygen therapy than those who did not require it, suggesting the potential role such markers could play in predicting prognosis in patients. Mean hospital stay was 9.2 days and 72 (96%) patients made a complete recovery, but 3 (4%) patients demised after progressing to ARDS. CONCLUSION: The clinical and epidemiological spectrum of COVID-19 has jeopardised the health system in India. Without a proven therapy to combat this pandemic and with no sight of vaccines in the near future, a preventive strategy should be adopted to contain the spread of this infectious disease.","{'judgement': 'True', 'index': 63}",1,"{'judgement': 'False', 'index': 63}",0,"{'judgement': 'False', 'index': 63}",0,"{'judgement': 'False', 'index': 63}",0,"{'judgement': 'False', 'index': 63}",0,"{'judgement': 'True', 'index': 63}",1,"{'judgement': 'False', 'index': 63}",0,"{'judgement': 'False', 'index': 63}",0,"{'judgement': 'False', 'index': 63}",0,"{'judgement': 'False', 'index': 63}",0
64,17573,Optical coherence tomography in gastroenterology: a review and future outlook,"Optical coherence tomography (OCT) is an imaging technique optically analogous to ultrasound that can generate depth-resolved images with micrometer-scale resolution. Advances in fiber optics and miniaturized actuation technologies allow OCT imaging of the human body and further expand OCT utilization in applications including but not limited to cardiology and gastroenterology. This review article provides an overview of current OCT development and its clinical utility in the gastrointestinal tract, including disease detection/differentiation and endoscopic therapy guidance, as well as a discussion of its future applications. (C) 2017 Society of Photo-Optical Instrumentation Engineers (SPIE)",0,"Optical coherence tomography in gastroenterology: a review and future outlookOptical coherence tomography (OCT) is an imaging technique optically analogous to ultrasound that can generate depth-resolved images with micrometer-scale resolution. Advances in fiber optics and miniaturized actuation technologies allow OCT imaging of the human body and further expand OCT utilization in applications including but not limited to cardiology and gastroenterology. This review article provides an overview of current OCT development and its clinical utility in the gastrointestinal tract, including disease detection/differentiation and endoscopic therapy guidance, as well as a discussion of its future applications. (C) 2017 Society of Photo-Optical Instrumentation Engineers (SPIE)","{'judgement': 'True', 'index': 64}",1,"{'judgement': 'False', 'index': 64}",0,"{'judgement': 'False', 'index': 64}",0,"{'judgement': 'False', 'index': 64}",0,"{'judgement': 'False', 'index': 64}",0,"{'judgement': 'True', 'index': 64}",1,"{'judgement': 'False', 'index': 64}",0,"{'judgement': 'False', 'index': 64}",0,"{'judgement': 'False', 'index': 64}",0,"{'judgement': 'False', 'index': 64}",0
